Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Torque_RollingMean,Torque_RollingStd,Torque_RollingVar,AirTemp_RollingMean,AirTemp_RollingStd,AirTemp_RollingVar,ProcessTemp_RollingMean,ProcessTemp_RollingStd,ProcessTemp_RollingVar,RPM_RollingMean,RPM_RollingStd,RPM_RollingVar,ToolWear_RollingMean,ToolWear_RollingStd,ToolWear_RollingVar,Temp_Difference,Power_Index,Wear_Torque,Temp_Ratio,RPM_per_Torque,Ambient_Temperature,Humidity,Factory_Load,Shift,Heat_Stress,Load_Torque,Humidity_Wear,Temp_Load
1,298.7,309.8,1539,33.4,2,0,37.84,8.77000570125237,76.91299999999906,298.72,0.0447213595858517,0.002000000003207,309.82,0.0447213596041443,0.0020000000048431,1501.4,88.98483016784242,7918.299999999759,129.0,116.86316785026835,13657.0,11.100000000000025,51402.6,66.8,1.037161031134918,44.73837209302326,32.03134302515849,62,0.5735601725337923,0,9923.310069194102,19.15690976262866,124,18.37190263199899
1,298.7,309.7,1462,46.8,4,0,36.540000000000006,5.926044211782327,35.11799999999882,298.72,0.0447213595858517,0.002000000003207,309.8,0.0707106781525863,0.0050000000047986,1523.0,47.86961457960316,2291.499999999756,87.4,116.95212695799938,13677.800000000008,11.0,68421.59999999999,187.2,1.0368262470706395,30.585774058577407,32.153184316198534,51,0.7718694780819644,2,9957.841182726686,36.12349157423593,204,24.818061596817365
1,298.6,309.7,1356,54.0,6,0,40.3,9.654532614269812,93.20999999999952,298.68,0.0447213595855689,0.0020000000031817,309.76,0.0547722557935309,0.0030000000047119,1495.2,90.00944394895325,8101.699999999757,45.8,95.72982816238633,9164.200000000012,11.099999999999966,73224.0,324.0,1.037173476222371,24.654545454545456,34.290029349239205,79,0.6930339667258629,0,10619.62208945938,37.4238342031966,474,23.764155059049507
2,298.7,309.7,1622,34.6,8,0,40.86,9.103735497036348,82.87799999999962,298.68,0.0447213595855689,0.0020000000031817,309.73999999999995,0.0547722557931391,0.003000000004669,1501.8,99.33378075961753,9867.19999999976,4.0,3.1622776601712306,10.000000000018034,11.0,56121.2,276.8,1.0368262470706395,45.561797752808985,28.54018908182846,42,0.7212686078886468,2,8838.896558642273,24.95589383294718,336,20.58514244792917
1,298.7,309.8,1394,40.3,11,0,41.82000000000001,8.638402630116277,74.6219999999998,298.67999999999995,0.0447213595855689,0.0020000000031817,309.74,0.0547722557931391,0.003000000004669,1474.6,107.92960668880322,11648.799999999756,6.2,3.4928498393171283,12.20000000001769,11.100000000000025,56178.2,443.3,1.037161031134918,33.75302663438257,26.643161330643974,41,0.7618002865296187,1,8254.051380233503,30.700551547143633,451,20.296767935739435
1,298.8,309.9,1568,33.7,13,0,41.88,8.566037590391476,73.3769999999998,298.7,0.0707106781412402,0.005000000003194,309.76,0.0894427191263208,0.0080000000047099,1480.4,112.91944031033697,12750.799999999754,8.4,3.646916505764472,13.300000000017349,11.099999999999966,52841.600000000006,438.1,1.0371485943775098,45.18731988472622,25.820763223915865,77,0.5641980859011257,1,8001.854523091526,19.01347549486794,1001,14.568025187439511
2,298.9,310.0,1456,43.8,15,0,41.28,8.23389336826751,67.79699999999968,298.74,0.1140175425240114,0.0130000000032147,309.82,0.1303840481226012,0.0170000000048368,1479.2,113.19540626721454,12813.199999999752,10.6,3.646916505764425,13.300000000017004,11.100000000000025,63772.8,657.0,1.0371361659417866,32.5,22.134573642495994,87,0.6797438669260599,2,6861.717829173758,29.77278137136142,1305,15.04584068050987
1,298.9,310.0,1378,49.3,18,0,40.34,6.505612961128222,42.3229999999995,298.8,0.1000000000162328,0.0100000000032465,309.88,0.1303840481230884,0.0170000000049638,1483.6,107.49325560238536,11554.799999999748,13.0,3.807886552934138,14.50000000001663,11.100000000000025,67935.4,887.4,1.0371361659417866,27.395626242544733,38.22482851976129,63,0.5317247804383018,1,11849.696841125999,26.21403167560828,1134,20.32508855196181
2,298.9,309.9,1404,41.4,20,0,41.7,5.661713521540964,32.05499999999978,298.84000000000003,0.0894427191182629,0.0080000000032684,309.92,0.0836660026835792,0.0070000000050486,1440.0,77.29165543575674,5973.999999999744,15.4,3.6469165057643225,13.300000000016256,11.0,58125.6,828.0,1.036801605888257,33.113207547169814,25.58716653711327,68,0.9898340652111995,0,7929.4629098514015,40.97913029974366,1360,25.3270490706668
1,298.8,309.8,1437,42.8,23,0,42.2,5.617383732664155,31.55499999999988,298.86,0.0547722557804586,0.0030000000032799,309.92,0.0836660026835792,0.0070000000050486,1448.6,73.17649895970526,5354.799999999744,17.8,3.962322551233794,15.700000000015883,11.0,61503.6,984.4,1.036813922356091,32.8082191780822,29.11498550565691,86,0.5592640144100631,2,9019.822509652511,23.9364998167507,1978,16.282963673384486
1,298.8,309.8,1363,44.0,25,0,44.26,2.999666648146143,8.998000000000317,298.86,0.0547722557804586,0.0030000000032799,309.9,0.1000000000250214,0.0100000000050042,1407.6,39.00384596420895,1521.2999999997387,20.2,3.962322551233747,15.700000000015509,11.0,59972.0,1100.0,1.036813922356091,30.288888888888888,28.892746800444318,85,0.6292623692724773,2,8950.97295877765,27.687544247989,2125,18.181118306437376
2,298.8,309.8,1377,49.6,27,0,45.42,3.793678953206313,14.392000000000548,298.84000000000003,0.0547722557803431,0.0030000000032673,309.86,0.0894427191274818,0.0080000000049176,1391.8,29.28651566847339,857.6999999997372,22.6,3.646916505764169,13.300000000015135,11.0,68299.2,1339.2,1.036813922356091,27.213438735177863,31.229626791236402,73,0.9456464633516986,1,9674.938379925037,46.90406458224425,1971,29.532186126926156
0,298.8,309.9,1526,42.1,30,0,43.98,3.2851179583083887,10.792000000000275,298.82000000000005,0.0447213595863974,0.0020000000032558,309.84000000000003,0.0547722557950176,0.0030000000048748,1421.4,64.94074221934744,4217.299999999735,25.0,3.807886552933892,14.50000000001476,11.099999999999966,64244.6,1263.0,1.0371485943775098,35.406032482598604,33.26294885015719,59,0.7413550231195709,2,10308.18784866371,31.211046473333937,1770,24.659654213833385
0,298.8,309.8,1510,44.2,35,0,44.54,2.957701810527961,8.748000000000378,298.8,0.0,0.0,309.82,0.0447213596040458,0.0020000000048343,1442.6,74.44662517535457,5542.299999999736,28.0,4.690415759824952,22.000000000014285,11.0,66742.0,1547.0,1.036813922356091,33.4070796460177,33.44189395343898,57,0.5678186007603152,2,10360.298746775396,25.097582153605934,1995,18.988929431416565
0,298.8,309.9,1439,45.2,40,1,45.02,2.7949955277245904,7.812000000000462,298.8,0.0,0.0,309.84000000000003,0.0547722557949975,0.0030000000048726,1443.0,74.41438033068431,5537.499999999736,31.4,6.107372593842114,37.30000000001375,11.099999999999966,65042.8,1808.0,1.0371485943775098,31.147186147186144,27.667690245724245,53,0.6921152690196745,2,8574.217207149943,31.28361015968929,2120,19.14923087757246
1,298.8,309.9,1482,39.1,45,0,44.040000000000006,3.8875442119672776,15.11300000000028,298.8,0.0,0.0,309.86,0.0547722557953438,0.0030000000049105,1466.8,60.08077895633292,3609.699999999737,35.4,7.300684899378491,53.30000000001313,11.099999999999966,57946.2,1759.5,1.0371485943775098,36.95760598503741,29.331513144854355,57,0.5579339970956929,1,9089.835923590364,21.815219286441593,2565,16.365048369773447
2,298.8,309.8,1534,37.0,47,0,41.52,3.4404941505545112,11.836999999999808,298.8,0.0,0.0,309.86,0.0547722557953438,0.0030000000049105,1498.2,38.60310868310656,1490.199999999737,39.4,7.021395872617673,49.3000000000125,11.0,56758.0,1739.0,1.036813922356091,40.36842105263158,31.1303198019532,41,0.6001079985422508,2,9644.173074645101,22.20399594606328,1927,18.681553910330333
2,298.8,309.9,1741,27.7,50,0,38.64,7.009493562305289,49.13299999999929,298.8,0.0,0.0,309.86,0.0547722557953438,0.0030000000049105,1541.2,117.14819674241568,13723.699999999735,43.4,5.941380311006179,35.30000000001188,11.099999999999966,48225.7,1385.0,1.0371485943775098,60.66202090592335,29.00523549526581,40,0.5260149234749225,2,8988.722479982875,14.570613380255354,2000,15.257186729414352
1,298.8,309.9,1550,38.8,53,0,37.56,6.320838551964375,39.95299999999909,298.8,0.0,0.0,309.88,0.0447213596053351,0.0020000000049497,1549.2,115.84342881665638,13419.699999999735,47.0,4.949747468306976,24.500000000011312,11.099999999999966,60139.99999999999,2056.4,1.0371485943775098,38.94472361809046,36.42938230407997,59,0.7191137472745499,0,11289.465576034383,27.901613394252536,3127,26.196869619584128
2,298.8,310.0,1486,38.5,55,0,36.22,4.830838436544825,23.33699999999885,298.8,0.0,0.0,309.9,0.0707106781539464,0.005000000004991,1558.6,106.16873362718296,11271.799999999732,50.0,4.123105625618974,17.000000000010836,11.199999999999989,57211.0,2117.5,1.037483266398929,37.62025316455696,31.963899806553005,73,0.9033180608626299,0,9908.808940031431,34.77774534321125,4015,28.873567990862853
1,298.9,310.1,1602,38.2,58,0,36.04,4.71200594227117,22.20299999999882,298.82,0.0447213595863974,0.0020000000032558,309.94,0.1140175425321806,0.0130000000050776,1582.6,97.75377230572606,9555.799999999736,52.6,4.2778499272427055,18.30000000001042,11.200000000000044,61196.4,2215.6000000000004,1.0374707259953164,40.86734693877551,32.93951114419927,80,0.7929845893499478,2,10214.542405816195,30.292011313168008,4640,26.12052471807089
1,299.0,310.2,1477,37.9,60,0,36.22,4.774620403759743,22.79699999999885,298.86,0.0894427191183197,0.0080000000032786,310.02000000000004,0.1303840481241794,0.0170000000052483,1571.2,107.66011331964934,11590.699999999735,55.2,3.9623225512330498,15.700000000009986,11.199999999999989,55978.3,2274.0,1.037458193979933,37.96915167095116,32.65152507466965,80,0.8031726527423059,1,10128.503078162525,30.44024353893339,4800,26.22481201030434
1,299.0,310.1,1618,29.2,62,0,36.52,4.105727706509395,16.856999999998898,298.9,0.100000000016511,0.0100000000033022,310.06,0.1140175425333021,0.0130000000053333,1546.6,64.60495337046333,4173.799999999742,57.6,3.646916505763408,13.300000000009582,11.100000000000025,47245.6,1810.4,1.037123745819398,53.57615894039735,34.6938954299413,87,0.6002920150416202,2,10758.576972824798,17.52852683921531,5394,20.82646839728272
2,299.0,310.2,1628,35.8,64,0,35.92,3.903460003637643,15.236999999998789,298.93999999999994,0.0894427191186025,0.0080000000033292,310.12,0.083666002686025,0.0070000000054579,1562.2,74.31823463995724,5523.199999999741,59.8,3.492849839315914,12.200000000009211,11.199999999999989,58282.4,2291.2,1.037458193979933,44.23913043478261,30.724086234814827,50,0.6719469216261833,1,9530.611550039559,24.05569979421736,3200,20.644955165261216
2,299.0,310.3,1662,33.6,67,0,34.94,3.703781851027218,13.717999999998604,298.98,0.0447213595875581,0.0020000000033596,310.17999999999995,0.0836660026867843,0.007000000005585,1597.4,70.80112993448436,5012.799999999737,62.2,3.4928498393158565,12.200000000008805,11.300000000000011,55843.2,2251.2000000000003,1.0377926421404682,48.03468208092485,24.812672208176615,66,0.922621051920416,0,7699.3721861972035,31.000067344525977,4422,22.89269373366438
2,299.0,310.3,1657,31.0,70,0,33.5,3.514256678160879,12.349999999998335,299.0,0.0,0.0,310.22,0.0836660026873125,0.0070000000056733,1608.4,75.7911604344447,5744.299999999736,64.6,3.974921382871415,15.800000000008405,11.300000000000011,51367.0,2170.0,1.0377926421404682,51.78125,31.598751807010565,62,0.5439280921632572,0,9805.092685715379,16.861770857060975,4340,17.187448785127533
0,299.0,310.4,1677,30.8,73,0,32.08,2.609980842841205,6.811999999998088,299.0,0.0,0.0,310.26,0.1140175425351806,0.0130000000057617,1648.4,24.582514110638293,604.2999999997309,67.2,4.438468204235325,19.700000000007957,11.399999999999975,51651.6,2248.4,1.0381270903010034,52.735849056603776,27.394572424832685,77,0.9289653268342668,2,8503.275280668066,28.61213206649542,5621,25.44860792611969
2,299.0,310.3,1447,39.9,78,0,34.21999999999999,3.781798513934669,14.301999999998465,299.0,0.0,0.0,310.3,0.07071067816007,0.005000000005857,1614.2,95.1404225342716,9051.699999999732,70.4,5.412947441090428,29.30000000000741,11.300000000000011,57735.3,3112.2,1.0377926421404682,35.37897310513448,27.885533273000974,83,0.7418450131323928,1,8652.880974612202,29.599616023982474,6474,20.686743797113184
1,298.9,310.4,1831,25.4,81,0,32.14,5.264788694714927,27.7179999999981,298.98,0.0447213595875295,0.0020000000033571,310.34000000000003,0.0547722558048528,0.0030000000059522,1654.8,136.7267347668324,18694.19999999973,73.8,5.7183913821989165,32.70000000000684,11.5,46507.4,2057.4,1.038474406155905,69.35606060606061,32.34545607502037,42,0.9185737156625586,1,10040.029565686324,23.331772377828987,3402,29.711685771631544
1,299.0,310.3,1584,34.4,83,0,32.3,5.3319789947071365,28.429999999998124,298.98,0.0447213595875295,0.0020000000033571,310.34000000000003,0.0547722558048528,0.0030000000059522,1639.2,140.1078156278219,19630.19999999973,77.0,5.431390245600687,29.50000000000629,11.300000000000011,54489.6,2855.2,1.0377926421404682,44.74576271186441,34.95313228573454,51,0.6590032096972002,1,10845.956948263429,22.669710413583683,4233,23.034226365269898
1,299.1,310.4,1450,40.9,85,0,34.28,6.449573629318333,41.59699999999846,299.0,0.0707106781425424,0.0050000000033782,310.36,0.0547722558053029,0.0030000000060015,1597.8,162.3505466575328,26357.69999999973,80.0,4.690415759824044,22.00000000000577,11.299999999999956,59305.0,3476.5,1.0377800066867269,34.60620525059666,30.08508630694425,69,0.6694214757915105,2,9338.410789675494,27.379338359872776,5865,20.13960287490958
1,299.1,310.4,1428,46.9,87,0,37.5,8.088572185497204,65.42499999999902,299.02000000000004,0.0836660026737258,0.0070000000033998,310.36,0.0547722558053029,0.0030000000060015,1548.0,169.99264689979896,28897.49999999973,82.8,3.4928498393153524,12.200000000005282,11.299999999999956,66973.2,4080.3,1.0377800066867269,29.81210855949896,31.235332050395854,70,0.8758024341615713,1,9695.447068442872,41.0751341621777,6090,27.355979841581632
1,299.0,310.4,1382,53.0,89,0,40.120000000000005,10.745557221475275,115.46699999999946,299.02000000000004,0.0836660026737258,0.0070000000033998,310.38,0.0447213596176596,0.002000000006052,1535.0,181.72781845386172,33024.99999999973,85.0,3.1622776601691545,10.000000000004905,11.399999999999975,73246.0,4717.0,1.0381270903010034,25.59259259259259,36.80885977854095,62,0.8924980866961101,0,11425.470075259109,47.30239859489384,5518,32.8518369258132
1,299.0,310.3,1501,43.0,91,0,43.64,6.9197543308993295,47.88300000000002,299.04,0.0547722557817299,0.0030000000034192,310.36,0.0547722558053029,0.0030000000060015,1469.0,77.23341245859677,5964.999999999731,87.0,3.1622776601690994,10.000000000004556,11.300000000000011,64543.0,3913.0,1.0377926421404682,34.11363636363637,30.963012717954275,40,0.6148223389950733,1,9607.822846381212,26.43736057678815,3640,19.03675190158685
1,299.0,310.3,1475,42.4,93,0,45.24,4.870626243102654,23.723000000000276,299.04,0.0547722557817299,0.0030000000034192,310.36,0.0547722558053029,0.0030000000060015,1447.2,45.537896306260464,2073.6999999997306,89.0,3.1622776601690443,10.000000000004206,11.300000000000011,62540.0,3943.2,1.0377926421404682,33.986175115207374,40.40673245672158,80,0.9864356624109527,1,12538.209081320707,41.824872086224396,7440,39.858641896808294
1,298.9,310.3,1364,54.0,95,0,47.86,5.44224218498228,29.618000000000706,299.0,0.070710678142563,0.0050000000033811,310.34000000000003,0.0547722558048528,0.0030000000059522,1430.0,58.58754133772581,3432.499999999731,91.0,3.1622776601689893,10.000000000003858,11.400000000000034,73656.0,5130.0,1.0381398461023754,24.8,32.26203858252617,59,0.5422450521224145,2,10010.910572157873,29.28123281461038,5605,17.49393079275725
1,299.0,310.3,1472,36.1,97,0,45.7,7.624303246854781,58.130000000000365,298.98,0.0447213595875621,0.00200000000336,310.32,0.0447213596160056,0.0020000000059041,1438.8,61.44672489237918,3775.699999999732,93.0,3.162277660168934,10.00000000000351,11.300000000000011,53139.2,3501.7000000000003,1.0377926421404682,39.67654986522911,22.95694896337673,45,0.5342514815510655,2,7123.541263335799,19.286478483993466,4365,12.264783995576215
1,299.0,310.3,1437,47.8,99,0,44.66,6.675177900251063,44.55800000000019,298.98,0.0447213595875621,0.00200000000336,310.3,0.0,0.0,1449.8,53.0914305702882,2818.6999999997324,95.0,3.162277660168879,10.000000000003162,11.300000000000011,68688.59999999999,4732.2,1.0377926421404682,29.44672131147541,33.01336648441813,50,0.7977521076430514,2,10244.047620114945,38.13255074533785,4950,26.336482693337036
1,298.9,310.2,1491,45.1,101,0,45.08,6.610370640138135,43.69700000000026,298.96,0.0547722557810138,0.0030000000033408,310.28000000000003,0.0447213596149602,0.0020000000058105,1447.8,50.82027154590708,2582.6999999997324,97.0,3.162277660168824,10.000000000002814,11.300000000000011,67244.1,4555.1,1.0378052860488458,32.342733188720175,31.52463353953111,74,0.8613703838858107,2,9778.94132396255,38.84780431325006,7474,27.154385693805413
1,298.9,310.2,1706,27.6,103,0,42.120000000000005,10.36035713670141,107.33699999999982,298.93999999999994,0.0547722557808296,0.0030000000033206,310.26,0.0547722558031398,0.0030000000057645,1494.0,128.0488188153242,16396.49999999973,99.0,3.162277660168769,10.000000000002466,11.300000000000011,47085.600000000006,2842.8,1.0378052860488458,59.650349650349646,35.15901101633098,43,0.9804430646124869,2,10906.325217265869,27.06022858330464,4429,34.47140850959573
1,298.8,310.1,1607,39.5,105,0,39.220000000000006,7.953426934347194,63.256999999999394,298.92,0.0836660026731134,0.0070000000032974,310.22,0.0836660026873087,0.0070000000056727,1542.6,111.40601420031028,12411.299999999732,101.0,3.162277660168714,10.000000000002116,11.300000000000011,63476.5,4147.5,1.037817938420348,39.67901234567901,32.692725405079834,68,0.7024728903994308,1,10138.014148115257,27.747679170777516,7140,22.965753310341334
1,298.8,310.0,1412,46.3,107,0,41.26,8.255483026449735,68.15299999999968,298.88,0.083666002672857,0.0070000000032545,310.16,0.1140175425342103,0.0130000000055404,1530.6,123.48805610260342,15249.29999999973,103.0,3.162277660168659,10.00000000000177,11.199999999999989,65375.6,4954.099999999999,1.037483266398929,29.85200845665962,29.446176064064904,49,0.5126457044948165,1,9128.31457986012,23.735496118110003,5243,15.095455673040956
1,298.7,309.8,1546,40.9,109,0,39.88,7.423745685299267,55.11199999999949,298.82,0.0836660026725054,0.0070000000031956,310.06,0.1673320053226872,0.0280000000053118,1552.4,111.9120190149375,12524.299999999734,105.0,3.162277660168604,10.00000000000142,11.100000000000025,63231.4,4458.099999999999,1.037161031134918,36.89737470167064,25.102807054842536,68,0.8014481697232034,2,7776.849625590218,32.77923014167902,7412,20.11859876901827
1,298.7,309.8,1365,50.5,111,0,40.96,8.662447691039736,75.03799999999964,298.78,0.083666002672271,0.0070000000031564,309.98,0.1788854382143101,0.0320000000051257,1527.2,139.88459529197536,19567.69999999973,107.0,3.162277660168549,10.000000000001071,11.100000000000025,68932.5,5605.5,1.037161031134918,26.50485436893204,29.163906970855898,77,0.6448480102993859,2,9034.978379571157,32.56482452011899,8547,18.806287382712817
1,298.6,309.8,1544,30.2,113,0,41.48,7.682577692415464,59.021999999999714,298.72,0.0836660026718965,0.0070000000030937,309.9,0.1414213562547666,0.0200000000049376,1494.8,101.65480805156112,10333.69999999974,109.0,3.162277660168494,10.000000000000725,11.199999999999989,46628.8,3412.6,1.0375083724045546,49.48717948717949,26.5979181831628,40,0.7164735605977011,1,8240.035053143836,21.63750153005057,4520,19.056705145176988
2,298.6,309.8,1419,44.9,115,0,42.56,7.714142855820073,59.50799999999988,298.68,0.08366600267164,0.0070000000030508,309.84000000000003,0.0894427191267943,0.0080000000047946,1457.2,82.79915458505441,6855.699999999738,111.0,3.162277660168439,10.000000000000377,11.199999999999989,63713.1,5163.5,1.0375083724045546,30.91503267973856,27.67790620078111,79,0.7442347411249677,2,8574.615341001989,33.416139876511046,9085,20.598859356219467
1,298.6,309.8,1497,41.6,118,0,41.62,7.425429280519729,55.13699999999973,298.64,0.0547722557780068,0.0030000000030113,309.8,0.0,0.0,1474.2,79.87302423221333,6379.699999999737,113.2,3.4928498393145944,12.199999999999989,11.199999999999989,62275.2,4908.8,1.0375083724045546,35.140845070422536,32.354313617682436,47,0.5322563053690169,0,10023.36635875802,22.141862303351104,5546,17.220787428898124
1,298.5,309.7,1437,42.6,120,0,41.96,7.423139497544134,55.10299999999978,298.6,0.0707106781396927,0.0050000000029752,309.78000000000003,0.0447213596020296,0.002000000004654,1452.4,69.59022919921833,4842.799999999738,115.4,3.6469165057620407,13.299999999999612,11.199999999999989,61216.2,5112.0,1.0375209380234505,32.95871559633027,36.67961801740562,77,0.7429908922820514,1,11359.677699990521,31.651412011215392,9240,27.252622119317014
1,298.5,309.6,1421,53.6,122,0,42.58,8.3822431365357,70.26199999999986,298.56000000000006,0.0547722557773374,0.003000000002938,309.74,0.0894427191254855,0.0080000000045604,1463.6,54.97999636231104,3022.7999999997346,117.6,3.646916505761991,13.29999999999925,11.100000000000025,76165.6,6539.2,1.0371859296482413,26.025641025641026,31.578686119291923,56,0.7131598334021574,0,9776.76122253278,38.22536707035564,6832,22.52065053189325
2,298.5,309.6,1438,44.5,124,0,45.440000000000005,4.758466139419322,22.643000000000225,298.54,0.0547722557771532,0.0030000000029178,309.70000000000005,0.1000000000223519,0.0100000000044703,1442.4,31.76161204976429,1008.7999999997326,119.8,3.4928498393144354,12.199999999998878,11.100000000000025,63991.0,5518.0,1.0371859296482413,31.60439560439561,25.216467751859263,58,0.8562721326432966,1,7807.018415975628,38.104109902626696,7192,21.592158619615446
2,298.5,309.5,1315,48.9,127,0,46.24,4.976243563170952,24.76300000000033,298.52000000000004,0.0447213595823992,0.0020000000028982,309.64,0.1140175425289491,0.0130000000043407,1421.6,66.24801883829983,4388.799999999729,122.2,3.492849839314376,12.19999999999846,11.0,64303.5,6210.3,1.036850921273032,26.352705410821645,31.77841067288056,72,0.8228329556061723,1,9835.418103256534,40.23653152914183,9144,26.148323578433043
2,298.5,309.5,1366,61.9,130,0,50.3,7.751451476981641,60.08500000000086,298.5,0.0,0.0,309.58000000000004,0.0836660026785541,0.0070000000042078,1395.4,53.68705616812797,2882.299999999728,124.6,3.9749213828701127,15.79999999999805,11.0,84555.4,8047.0,1.036850921273032,21.717011128775837,34.78652594658261,54,0.5926078590752806,1,10766.429780467317,36.682426476759865,7020,20.61476866587102
2,298.4,309.5,1519,35.4,133,0,48.86,9.908228903290471,98.17300000000073,298.48,0.0447213595819893,0.0020000000028615,309.54,0.0547722557881531,0.0030000000041228,1411.8,77.02402222683344,5932.699999999732,127.2,4.438468204234159,19.6999999999976,11.100000000000025,53772.6,4708.2,1.0371983914209115,41.73076923076923,27.56086838272247,84,0.6030694591051985,1,8530.088764452605,21.348658852324025,11172,16.62111798803801
1,298.4,309.5,1692,28.3,136,0,43.8,12.893021368166584,166.2300000000001,298.46,0.0547722557764637,0.0030000000028423,309.52000000000004,0.0447213595956171,0.0020000000040804,1466.0,147.8766377762212,21867.49999999973,130.0,4.743416490252267,22.499999999997137,11.100000000000025,47883.6,3848.8,1.0371983914209115,57.74744027303754,29.46393133330833,70,0.6255030893871867,1,9119.086747658928,17.701737429657385,9520,18.42978007447629
1,298.3,309.4,1570,35.6,138,0,42.02,13.377481078289737,178.9569999999999,298.42,0.0836660026701347,0.0070000000027989,309.48,0.0447213595946987,0.0020000000039983,1492.4,153.3111215796158,23504.29999999973,132.8,4.438468204234069,19.699999999996805,11.099999999999966,55892.0,4912.8,1.0372108615487765,42.89617486338798,30.058752778916787,60,0.5894752201485887,1,9300.178109796854,20.985317837289756,8280,17.718889911743975
1,298.3,309.4,1568,35.8,140,0,39.4,12.969772550048807,168.2149999999996,298.38,0.0836660026698782,0.007000000002756,309.46,0.0547722557866333,0.0030000000039563,1543.0,117.74973460691844,13864.999999999724,135.4,3.9749213828699226,15.799999999996537,11.099999999999966,56134.4,5012.0,1.0372108615487765,42.60869565217392,26.86040674767104,42,0.8286065998342336,1,8310.609847729418,29.66411627406556,5880,22.256710305352204
1,298.2,309.3,1355,43.8,142,0,35.78,5.487440204685528,30.111999999999156,298.32,0.0836660026695266,0.0070000000026972,309.42,0.0836660026765205,0.0070000000038675,1540.8,121.91267366438863,14862.699999999722,137.8,3.492849839314065,12.19999999999629,11.100000000000025,59348.99999999999,6219.599999999999,1.0372233400402415,30.245535714285715,32.59312173537543,41,0.9972150896001353,2,10081.052552751622,43.67802092448592,5822,32.50235281169053
2,298.2,309.3,2056,18.7,144,0,32.44,9.437319534698329,89.06299999999868,298.28000000000003,0.0836660026692922,0.007000000002658,309.38,0.0836660026759923,0.0070000000037791,1648.2,258.23090442470226,66683.19999999972,140.0,3.1622776601677525,9.999999999996035,11.100000000000025,38447.2,2692.8,1.0372233400402415,104.36548223350256,29.516207405568874,74,0.8260541702579682,2,9129.362950542452,15.447212983824006,10656,24.381986217569292
2,298.2,309.2,1332,60.2,147,0,38.82,15.051644428433717,226.5519999999997,298.23999999999995,0.0547722557744205,0.0030000000026185,309.32,0.083666002675233,0.0070000000036521,1576.2,291.0656283383521,84719.19999999972,142.2,3.492849839313991,12.199999999995772,11.0,80186.40000000001,8849.4,1.0368879946344736,21.76470588235294,31.67812977562811,80,0.8033407730956457,2,9794.877726624212,48.361114540357875,11760,25.44833326417728
2,298.1,309.1,1448,52.5,150,0,42.2,16.01452465732281,256.46500000000026,298.2,0.0707106781368786,0.0050000000025772,309.26000000000005,0.1140175425253605,0.0130000000035223,1551.8,296.77297720648306,88074.19999999972,144.6,3.974921382869791,15.799999999995489,11.0,76020.0,7875.0,1.03690036900369,27.065420560747665,26.4500312887916,55,0.7049639666755363,0,8175.704671365484,37.01060825046566,8250,18.64631897603857
1,298.0,308.9,1578,35.6,153,0,42.16,16.03474352772754,257.1130000000002,298.14,0.0894427191140553,0.0080000000025157,309.16,0.167332005316726,0.0280000000033168,1553.8,296.9430921910792,88175.19999999972,147.2,4.438468204233887,19.699999999995185,10.899999999999975,56176.8,5446.8,1.0365771812080535,43.114754098360656,28.25016679870636,84,0.6562901294298804,1,8726.476524120393,23.363928607703745,12852,18.540305624738707
2,298.0,309.0,1562,39.2,155,0,41.24,16.049080970572742,257.5730000000001,298.1,0.1000000000123725,0.0100000000024745,309.1,0.1581138830185142,0.0250000000031924,1595.2,275.9876808844912,76169.19999999972,149.8,4.438468204233854,19.699999999994898,11.0,61230.4,6076.0,1.0369127516778522,38.85572139303482,32.889525431311085,89,0.9555368784532396,2,10162.863358275124,37.457045635366995,13795,31.427154464443436
2,298.1,309.0,1976,19.3,158,0,41.36,15.839286600096612,250.88300000000007,298.08000000000004,0.0836660026680731,0.007000000002454,309.04,0.1140175425233535,0.0130000000030647,1579.2,242.9345590894793,59017.19999999972,152.6,4.277849927240855,18.299999999994583,10.899999999999975,38136.8,3049.4,1.0365649111036563,97.33990147783253,28.508667391632933,60,0.9845009370710764,2,8809.178224014577,19.000868085471776,9480,28.066809761710264
2,298.2,309.2,1524,34.6,161,0,36.24,11.866043991153887,140.8029999999993,298.08000000000004,0.0836660026680731,0.007000000002454,309.04,0.1140175425233535,0.0130000000030647,1617.6,206.5400687518035,42658.79999999971,155.4,4.277849927240818,18.299999999994277,11.0,52730.4,5570.6,1.0368879946344736,42.80898876404494,36.90785540493362,51,0.7483880877938639,2,11411.908891205476,25.894227837667692,8211,27.6213993310707
1,298.2,309.1,1429,48.5,164,0,35.44,10.558551036955745,111.48299999999918,298.1,0.1000000000123725,0.0100000000024745,309.04,0.1140175425233535,0.0130000000030647,1613.8,210.57587706097704,44342.19999999971,158.2,4.438468204233751,19.699999999993977,10.900000000000034,69306.5,7954.0,1.0365526492287056,28.86868686868687,28.401455257541592,67,0.6451002477532788,1,8778.889820106107,31.28736201603402,10988,18.321785823193743
